prohibited_ingredient_list_final
Name;Name;Product type, body parts;Maximum Threshold
Trioxysalen;Trioxysalen;Sun protection products and bronzing products;1 mg/kg
Furocoumarines;Furocoumarines;Sun protection products and bronzing products;1 mg/kg
8-Methoxypsoralen;8-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
5-Methoxypsoralen;5-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
Safrole;Safrole;Products for dental and oral hygiene;50 ppm
Chloric acid, lead(2+) salt, monohydrate;Lead and its compounds;All cosmetic products;0%
Lead bis(isoundecanoate);Lead and its compounds;All cosmetic products;0%
2',4',5',7'-Tetrabromofluorescein lead salt;Lead and its compounds;All cosmetic products;0%
Fatty acids, tall-oil, lead manganese salts;Lead and its compounds;All cosmetic products;0%
Phosphonic acid, lead(2+) salt (2:1);Lead and its compounds;All cosmetic products;0%
Fatty acids, C8-10, lead salts;Lead and its compounds;All cosmetic products;0%
Flue dust, lead-tin alloy-manufg.;Lead and its compounds;All cosmetic products;0%
Lead diazide;Lead and its compounds;All cosmetic products;0%
Lead ditantalum hexaoxide;Lead and its compounds;All cosmetic products;0%
Slags, lead smelting;Lead and its compounds;All cosmetic products;0%
Lead fumarate;Lead and its compounds;All cosmetic products;0%
Dilead chromate oxide;Lead and its compounds;All cosmetic products;0%
Lead dibutyrate;Lead and its compounds;All cosmetic products;0%
Kresoxim-methyl;Kresoxim-methyl;All cosmetic products;0%
Ketoconazole;Ketoconazole;All cosmetic products;0%
Juniperus sabina L. (leaves, essential oil and galenical preparations);Juniperus sabina L. (leaves, essential oil and galenical preparations);All cosmetic products;0%
Isoxaflutole;Isoxaflutole;All cosmetic products;0%
Isosorbide dinitrate;Isosorbide dinitrate;All cosmetic products;0%
Isopropyl 4-hydroxybenzoate;Isopropyl 4-hydroxybenzoate;All cosmetic products;0%
Isopropamide iodide;Isopropamide iodide;All cosmetic products;0%
Isoprene (stabilized);Isoprene (stabilized);All cosmetic products;0%
Isoprenaline;Isoprenaline;All cosmetic products;0%
Isoniazid;Isoniazid;All cosmetic products;0%
Isometheptene;Isometheptene;All cosmetic products;0%
Isomers of tuaminoheptane;Isomers of tuaminoheptane;All cosmetic products;0%
Isocarboxazid;Isocarboxazid;All cosmetic products;0%
Isobutylparaben sodium salt;Isobutylparaben sodium salt;All cosmetic products;0%
Isobutyl nitrite;Isobutyl nitrite;All cosmetic products;0%
Isobutyl 4-hydroxybenzoate;Isobutyl 4-hydroxybenzoate;All cosmetic products;0%
Isobutane;Isobutane;All cosmetic products;0%
Iprodione;Iprodione;All cosmetic products;0%
Ipecacuanha (Cephaelis ipecacuanha Brot. and related species) (roots, powder and galenical preparations);Ipecacuanha (Cephaelis ipecacuanha Brot. and related species) (roots, powder and galenical preparations);All cosmetic products;0%
Ioxynil octanoate (ISO);Ioxynil octanoate (ISO);All cosmetic products;0%
Ioxynil;Ioxynil;All cosmetic products;0%
Iodomethane;Iodomethane;All cosmetic products;0%
Iodine;Iodine;All cosmetic products;0%
Inproquone;Inproquone;All cosmetic products;0%
Inorganic nitrites, with the exception of sodium nitrite;Inorganic nitrites, with the exception of sodium nitrite;All cosmetic products;0%
Indium phosphide;Indium phosphide;All cosmetic products;0%
Imidazolidine-2-thione;Imidazolidine-2-thione;All cosmetic products;0%
Imidazole;Imidazole;All cosmetic products;0%
Imazalil (ISO);Imazalil (ISO);All cosmetic products;0%
Hyoscyamus niger L. (leaves, seeds, powder and galenical preparations);Hyoscyamus niger L. (leaves, seeds, powder and galenical preparations);All cosmetic products;0%
Hyoscyamine;Hyoscyamine;All cosmetic products;0%
Hyoscine;Hyoscine;All cosmetic products;0%
Hydroxyzine;Hydroxyzine;All cosmetic products;0%
Hydroxylammonium nitrate;Hydroxylammonium nitrate;All cosmetic products;0%
Hydroxylammonium hydrogensulfate;Hydroxylammonium hydrogensulfate;All cosmetic products;0%
Hydroxylammonium chloride;Hydroxylammonium chloride;All cosmetic products;0%
Hydroxylamine phosphate;Hydroxylamine phosphate;All cosmetic products;0%
Hydroxylamine dihydrogenphosphate;Hydroxylamine dihydrogenphosphate;All cosmetic products;0%
Hydroxylamine 4-methylbenzenesulfonate;Hydroxylamine 4-methylbenzenesulfonate;All cosmetic products;0%
Hydroxylamine;Hydroxylamine;All cosmetic products;0%
Hydroxy-8-quinoline;Hydroxy-8-quinoline;All cosmetic products;0%
Hydrogen cyanide;Hydrogen cyanide;All cosmetic products;0%
Hydrofluoric acid;Hydrofluoric acid;All cosmetic products;0%
Hydrocarbons, hydrotreated light naphtha distillates, solvent-refined;Hydrocarbons, hydrotreated light naphtha distillates, solvent-refined;All cosmetic products;0%
Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed;Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed;All cosmetic products;0%
Hydrocarbons, C=5, C5-6-rich;Hydrocarbons, C=5, C5-6-rich;All cosmetic products;0%
Hydrocarbons, C9-12, hydrotreated, dearomatized;Hydrocarbons, C9-12, hydrotreated, dearomatized;All cosmetic products;0%
Hydrocarbons, C8-12, catalytic-cracking, chem. neutralized;Hydrocarbons, C8-12, catalytic-cracking, chem. neutralized;All cosmetic products;0%
Hydrocarbons, C8-12, catalytic cracking, chem. neutralized, sweetened;Hydrocarbons, C8-12, catalytic cracking, chem. neutralized, sweetened;All cosmetic products;0%
Hydrocarbons, C8-12, catalytic cracker distillates;Hydrocarbons, C8-12, catalytic cracker distillates;All cosmetic products;0%
Hydrocarbons, C8-11, naphtha-cracking, toluene cut;Hydrocarbons, C8-11, naphtha-cracking, toluene cut;All cosmetic products;0%
Hydrocarbons, C7-12, C>9-arom.-rich, reforming heavy fraction;"Hydrocarbons, C7-12, C&gt;9-arom.-rich, reforming heavy fraction";All cosmetic products;0%
Hydrocarbons, C6-rich, hydrotreated light naphtha distillates, solvent-refined;Hydrocarbons, C6-rich, hydrotreated light naphtha distillates, solvent-refined;All cosmetic products;0%
Hydrocarbons, C6-8, hydrogenated sorption-dearomatized, toluene raffination;Hydrocarbons, C6-8, hydrogenated sorption-dearomatized, toluene raffination;All cosmetic products;0%
Hydrocarbons, C6-7, naphtha-cracking, solvent-refined;Hydrocarbons, C6-7, naphtha-cracking, solvent-refined;All cosmetic products;0%
Hydrocarbons, C6-11, hydrotreated, dearomatized;Hydrocarbons, C6-11, hydrotreated, dearomatized;All cosmetic products;0%
Hydrocarbons, C5-rich;Hydrocarbons, C5-rich;All cosmetic products;0%
Hydrocarbons, C5-11, nonaroms.-rich, reforming light fraction;Hydrocarbons, C5-11, nonaroms.-rich, reforming light fraction;All cosmetic products;0%
Hydrocarbons, C4-6, depentanizer lights, arom. hydrotreater;Hydrocarbons, C4-6, depentanizer lights, arom. hydrotreater;All cosmetic products;0%
Hydrocarbons, C4-5;Hydrocarbons, C4-5;All cosmetic products;0%
Hydrocarbons, C4-5;Hydrocarbons, C4-5;All cosmetic products;0%
Hydrocarbons, C4-12, naphtha-cracking, hydrotreated;Hydrocarbons, C4-12, naphtha-cracking, hydrotreated;All cosmetic products;0%
Hydrocarbons, C4-11, naphtha-cracking, arom.-free;Hydrocarbons, C4-11, naphtha-cracking, arom.-free;All cosmetic products;0%
Hydrocarbons, C4, steam-cracker distillate;Hydrocarbons, C4, steam-cracker distillate;All cosmetic products;0%
Hydrocarbons, C4, 1,3-butadiene- and isobutene-free;Hydrocarbons, C4, 1,3-butadiene- and isobutene-free;All cosmetic products;0%
Hydrocarbons, C4;Hydrocarbons, C4;All cosmetic products;0%
Hydrocarbons, C37-68, dewaxed deasphalted hydrotreated vacuum distn. Residues;Hydrocarbons, C37-68, dewaxed deasphalted hydrotreated vacuum distn. Residues;All cosmetic products;0%
Hydrocarbons, C37-65, hydrotreated deasphalted vacuum distn. Residues;Hydrocarbons, C37-65, hydrotreated deasphalted vacuum distn. Residues;All cosmetic products;0%
Hydrocarbons, C3-6, C5-rich, steam-cracked naphtha;Hydrocarbons, C3-6, C5-rich, steam-cracked naphtha;All cosmetic products;0%
Hydrocarbons, C3-4-rich, petroleum distillate;Hydrocarbons, C3-4-rich, petroleum distillate;All cosmetic products;0%
Hydrocarbons, C3-4;Hydrocarbons, C3-4;All cosmetic products;0%
Hydrocarbons, C3-4;Hydrocarbons, C3-4;All cosmetic products;0%
Hydrocarbons, C3-11, catalytic cracker distillates;Hydrocarbons, C3-11, catalytic cracker distillates;All cosmetic products;0%
Hydrocarbons, C3;Hydrocarbons, C3;All cosmetic products;0%
Hydrocarbons, C27-45, naphthenic vacuum distn.;Hydrocarbons, C27-45, naphthenic vacuum distn.;All cosmetic products;0%
Hydrocarbons, C27-45, dearomatised;Hydrocarbons, C27-45, dearomatised;All cosmetic products;0%
Hydrocarbons, C27-42, naphthenic;Hydrocarbons, C27-42, naphthenic;All cosmetic products;0%
Hydrocarbons, C27-42, dearomatised;Hydrocarbons, C27-42, dearomatised;All cosmetic products;0%
Hydrocarbons, C26-55, arom. rich;Hydrocarbons, C26-55, arom. rich;All cosmetic products;0%
Hydrocarbons, C20-58, hydrotreated;Hydrocarbons, C20-58, hydrotreated;All cosmetic products;0%
Hydrocarbons, C20-50, solvent dewaxed heavy paraffinic, hydrotreated;Hydrocarbons, C20-50, solvent dewaxed heavy paraffinic, hydrotreated;All cosmetic products;0%
Hydrocarbons, C20-50, residual oil hydrogenation vacuum distillate;Hydrocarbons, C20-50, residual oil hydrogenation vacuum distillate;All cosmetic products;0%
Hydrocarbons, C2-6, C6-8 catalytic reformer;Hydrocarbons, C2-6, C6-8 catalytic reformer;All cosmetic products;0%
Hydrocarbons, C2-4, C3-rich;Hydrocarbons, C2-4, C3-rich;All cosmetic products;0%
Hydrocarbons, C2-4, C3-rich;Hydrocarbons, C2-4, C3-rich;All cosmetic products;0%
Hydrocarbons, C2-4;Hydrocarbons, C2-4;All cosmetic products;0%
Hydrocarbons, C17-40, hydrotreated solvent-deasphalted distn. residue, vacuum distn. lights;Hydrocarbons, C17-40, hydrotreated solvent-deasphalted distn. residue, vacuum distn. lights;All cosmetic products;0%
Hydrocarbons, C17-30, hydrotreated solvent-deasphalted atm. distn. residue, distn. lights;Hydrocarbons, C17-30, hydrotreated solvent-deasphalted atm. distn. residue, distn. lights;All cosmetic products;0%
Hydrocarbons, C17-30, hydrotreated distillates, distn. Lights;Hydrocarbons, C17-30, hydrotreated distillates, distn. Lights;All cosmetic products;0%
Hydrocarbons, C16-32, arom. rich, solvent-extd. naphthenic distillate;Hydrocarbons, C16-32, arom. rich, solvent-extd. naphthenic distillate;All cosmetic products;0%
Hydrocarbons, C16-20, solvent-dewaxed hydrocracked paraffinic distn. Residue;Hydrocarbons, C16-20, solvent-dewaxed hydrocracked paraffinic distn. Residue;All cosmetic products;0%
Hydrocarbons, C16-20, hydrotreated middle distillate, distn. Lights;Hydrocarbons, C16-20, hydrotreated middle distillate, distn. Lights;All cosmetic products;0%
Hydrocarbons, C14-29, solvent-extd. light naphthenic;Hydrocarbons, C14-29, solvent-extd. light naphthenic;All cosmetic products;0%
Hydrocarbons, C13-30, arom. -rich, solvent-extd. naphthenic distillate;Hydrocarbons, C13-30, arom. -rich, solvent-extd. naphthenic distillate;All cosmetic products;0%
Hydrocarbons, C13-27, solvent-extd. light naphthenic;Hydrocarbons, C13-27, solvent-extd. light naphthenic;All cosmetic products;0%
Hydrocarbons, C12-20, hydrotreated paraffinic, distn. lights;Hydrocarbons, C12-20, hydrotreated paraffinic, distn. lights;All cosmetic products;0%
Hydrocarbons, C11-17, solvent-extd. light naphthenic;Hydrocarbons, C11-17, solvent-extd. light naphthenic;All cosmetic products;0%
Hydrocarbons, C1-4, sweetened;Hydrocarbons, C1-4, sweetened;All cosmetic products;0%
Hydrocarbons, C1-4, debutaniser fraction;Hydrocarbons, C1-4, debutaniser fraction;All cosmetic products;0%
Hydrocarbons, C1-4;Hydrocarbons, C1-4;All cosmetic products;0%
Hydrocarbons, C1-3;Hydrocarbons, C1-3;All cosmetic products;0%
Hydrocarbon oils, arom., mixed with polystyrene, pyrolyzed, light oil fraction;Hydrocarbon oils, arom., mixed with polystyrene, pyrolyzed, light oil fraction;All cosmetic products;0%
Hydrocarbon oils, arom., mixed with polyethylene, pyrolyzed, light oil fraction;Hydrocarbon oils, arom., mixed with polyethylene, pyrolyzed, light oil fraction;All cosmetic products;0%
Hydrocarbon oils, arom., mixed with polyethylene and polypropylene, pyrolyzed, light oil fraction;Hydrocarbon oils, arom., mixed with polyethylene and polypropylene, pyrolyzed, light oil fraction;All cosmetic products;0%
Hydrazine;Hydrazine;All cosmetic products;0%
Hydrazides;Hydrazides;All cosmetic products;0%
Hydrastinine;Hydrastinine;All cosmetic products;0%
Hydrastine;Hydrastine;All cosmetic products;0%
Hexapropymate;Hexapropymate;All cosmetic products;0%
Hexane;Hexane;All cosmetic products;0%
Hexan-2-one;Hexan-2-one;All cosmetic products;0%
Hexamethylphosphoric-triamide;Hexamethylphosphoric-triamide;All cosmetic products;0%
Hexamethonium bromide;Hexamethonium bromide;All cosmetic products;0%
Hexahydrocyclopenta(c)pyrrole-1-(1H)-ammonium N-ethoxycarbonyl-N-(p-tolylsulfonyl)azanide;Hexahydrocyclopenta(c)pyrrole-1-(1H)-ammonium N-ethoxycarbonyl-N-(p-tolylsulfonyl)azanide;All cosmetic products;0%
Hexaethyl tetraphosphate;Hexaethyl tetraphosphate;All cosmetic products;0%
Hexachlorophene;Hexachlorophene;All cosmetic products;0%
Hexachloroethane;Hexachloroethane;All cosmetic products;0%
Hexachlorobenzene;Hexachlorobenzene;All cosmetic products;0%
Hexabromocyclododecane;Hexabromocyclododecane;All cosmetic products;0%
Heptachlor-epoxide;Heptachlor-epoxide;All cosmetic products;0%
Heptachlor;Heptachlor;All cosmetic products;0%
HC Yellow No 11;HC Yellow No 11;All cosmetic products;0%
HC Red No 8;HC Red No 8;All cosmetic products;0%
HC Orange No 3;HC Orange No 3;All cosmetic products;0%
HC Green No 1;HC Green No 1;All cosmetic products;0%
"Halosulfuron-methyl (ISO);Methyl 3-chloro-5-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-1-methyl-1H-pyrazole-4-carboxylate";Methyl 3-chloro-5-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-1-methyl-1H-pyrazole-4-carboxylateHalosulfuron-methyl (ISO);All cosmetic products;0%
Haloperidol;Haloperidol;All cosmetic products;0%
Halogenated and sulphonated derivatives of xylidines;Halogenated and sulphonated derivatives of xylidines;All cosmetic products;0%
Halogenated and sulphonated derivatives of toluidines;Halogenated and sulphonated derivatives of toluidines;All cosmetic products;0%
Halogenated and sulphonated derivatives of aniline;Halogenated and sulphonated derivatives of aniline;All cosmetic products;0%
Guanethidine;Guanethidine;All cosmetic products;0%
Guaifenesin;Guaifenesin;All cosmetic products;0%
Gold salts;Gold salts;All cosmetic products;0%
Glycyclamide;Glycyclamide;All cosmetic products;0%
Glutethimide;Glutethimide;All cosmetic products;0%
Glufosinate ammonium (ISO);Glufosinate ammonium (ISO);All cosmetic products;0%
Glucocorticoids;Glucocorticoids;All cosmetic products;0%
Glass microfibres of representative composition;Glass microfibres of representative composition;All cosmetic products;0%
Gasoline, vapor-recovery;Gasoline, vapor-recovery;All cosmetic products;0%
Gasoline, straight-run, topping-plant;Gasoline, straight-run, topping-plant;All cosmetic products;0%
Gasoline, pyrolysis, hydrogenated;Gasoline, pyrolysis, hydrogenated;All cosmetic products;0%
Gasoline, pyrolysis, debutanizer bottoms;Gasoline, pyrolysis, debutanizer bottoms;All cosmetic products;0%
Gasoline, natural;Gasoline, natural;All cosmetic products;0%
Gasoline, C5-11, high-octane stabilized reformed;Gasoline, C5-11, high-octane stabilized reformed;All cosmetic products;0%
Gasoline;Gasoline;All cosmetic products;0%
Gases (petroleum), unifiner stripper off;Gases (petroleum), unifiner stripper off;All cosmetic products;0%
Gases (petroleum), unifiner stripper off;Gases (petroleum), unifiner stripper off;All cosmetic products;0%
Gases (petroleum), thermal cracking distn.;Gases (petroleum), thermal cracking distn.;All cosmetic products;0%
Gases (petroleum), tar stripper off;Gases (petroleum), tar stripper off;All cosmetic products;0%
Gases (petroleum), tar stripper off;Gases (petroleum), tar stripper off;All cosmetic products;0%
Gases (petroleum), straight-run stabiliser off;Gases (petroleum), straight-run stabiliser off;All cosmetic products;0%
Gases (petroleum), straight-run naphtha catalytic reforming off;Gases (petroleum), straight-run naphtha catalytic reforming off;All cosmetic products;0%
Gases (petroleum), straight-run naphtha catalytic reformer stabiliser overhead;Gases (petroleum), straight-run naphtha catalytic reformer stabiliser overhead;All cosmetic products;0%
Gases (petroleum), steam-cracker C3-rich;Gases (petroleum), steam-cracker C3-rich;All cosmetic products;0%
